Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,McNeese State,Southland,15,4,0.789,,9,1,0.9,,63.5,53.3,,6.01,-4.23,,,,,,
2,Stephen F. Austin,Southland,14,5,0.737,,8,2,0.8,,76.6,71.8,,-3.57,-8.34,,,,,,
3,Lamar,Southland,11,6,0.647,,8,2,0.8,,65.3,60.9,,-3.11,-7.42,,,,,,
4,Incarnate Word,Southland,9,8,0.529,,7,3,0.7,,61.7,70.6,,-9.25,-0.32,,,,,,
5,Texas-Rio Grande Valley,Southland,10,9,0.526,,7,3,0.7,,62.6,70.7,,-9.19,-1.13,,,,,,
6,Northwestern State,Southland,9,9,0.5,,6,4,0.6,,58.3,65.9,,-6.74,0.82,,,,,,
7,Nicholls State,Southland,9,8,0.529,,5,5,0.5,,64.5,65.3,,-11.47,-10.72,,,,,,
8,East Texas A&M,Southland,7,10,0.412,,3,7,0.3,,61.3,70.1,,-13.26,-4.46,,,,,,
9,Houston Christian,Southland,5,12,0.294,,3,7,0.3,,59.9,72.1,,-14.1,-1.9,,,,,,
10,Texas A&M-Corpus Christi,Southland,3,14,0.176,,2,8,0.2,,54.9,69.9,,-19.07,-4.07,,,,,,
11,Southeastern Louisiana,Southland,2,15,0.118,,1,9,0.1,,56.1,81.3,,-22.9,2.28,,,,,,
12,New Orleans,Southland,1,17,0.056,,1,9,0.1,,62.0,84.1,,-23.55,-1.49,,,,,,
