Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Princeton,Ivy,19,2,0.905,,7,1,0.875,,74.0,63.8,,15.26,5.07,,,19.0,,,
2,Columbia,Ivy,14,6,0.7,,5,2,0.714,,71.5,61.3,,12.85,2.6,,,,,,
3,Harvard,Ivy,12,8,0.6,,5,2,0.714,,65.8,58.1,,11.2,3.5,,,,,,
4,Brown,Ivy,12,7,0.632,,4,3,0.571,,62.6,57.5,,0.33,-4.73,,,,,,
5,Cornell,Ivy,8,12,0.4,,3,4,0.429,,52.5,62.3,,-15.1,-5.25,,,,,,
6,Pennsylvania,Ivy,13,8,0.619,,3,5,0.375,,61.1,58.9,,2.3,0.09,,,,,,
7,Dartmouth,Ivy,10,10,0.5,,1,6,0.143,,52.5,61.3,,-14.87,-6.11,,,,,,
8,Yale,Ivy,5,15,0.25,,1,6,0.143,,58.0,68.9,,-14.65,-3.7,,,,,,
