Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Chattanooga,Southern,6,5,0.545,,,,,,63.3,67.9,,-8.41,-3.81,,,,,,
2,Mercer,Southern,6,5,0.545,,,,,,63.1,62.2,,-12.2,-13.11,,,,,,
3,UNC Greensboro,Southern,6,5,0.545,,,,,,53.7,63.0,,-12.36,-3.03,,,,,,
4,Furman,Southern,5,6,0.455,,,,,,61.8,75.9,,-16.37,-2.26,,,,,,
5,Wofford,Southern,4,6,0.4,,,,,,62.4,65.2,,-7.3,-4.53,,,,,,
6,Samford,Southern,5,8,0.385,,,,,,55.8,71.5,,-13.59,2.05,,,,,,
7,East Tennessee State,Southern,4,8,0.333,,,,,,54.2,65.5,,-10.71,0.56,,,,,,
8,Western Carolina,Southern,2,10,0.167,,,,,,52.3,72.1,,-24.52,-4.72,,,,,,
