Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,UNC Greensboro,Southern,5,4,0.556,,,,,,52.8,62.5,,-13.48,-3.73,,,,,,
2,Chattanooga,Southern,5,5,0.5,,,,,,61.3,69.8,,-9.57,-1.12,,,,,,
3,Mercer,Southern,5,5,0.5,,,,,,62.8,64.1,,-12.49,-11.19,,,,,,
4,Wofford,Southern,4,5,0.444,,,,,,63.8,62.6,,-7.94,-9.07,,,,,,
5,Furman,Southern,4,6,0.4,,,,,,61.8,75.9,,-16.59,-2.48,,,,,,
6,Samford,Southern,4,8,0.333,,,,,,54.0,71.9,,-12.89,5.01,,,,,,
7,East Tennessee State,Southern,3,7,0.3,,,,,,53.1,66.0,,-11.91,0.98,,,,,,
8,Western Carolina,Southern,2,9,0.182,,,,,,51.2,71.6,,-23.71,-3.38,,,,,,
