Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Princeton,Ivy,12,1,0.923,,,,,,75.9,66.8,,19.35,10.27,,,25.0,,,
2,Pennsylvania,Ivy,10,3,0.769,,,,,,62.1,57.5,,3.03,-1.52,,,,,,
3,Columbia,Ivy,9,4,0.692,,,,,,72.5,63.8,,14.07,5.45,,,,,,
4,Dartmouth,Ivy,9,4,0.692,,,,,,54.4,57.0,,-12.6,-10.0,,,,,,
5,Brown,Ivy,8,4,0.667,,,,,,62.1,56.5,,-2.18,-7.72,,,,,,
6,Harvard,Ivy,7,6,0.538,,,,,,64.5,60.9,,9.14,5.52,,,,,,
7,Cornell,Ivy,4,8,0.333,,,,,,51.4,61.3,,-19.46,-9.54,,,,,,
8,Yale,Ivy,4,9,0.308,,,,,,60.1,67.2,,-13.63,-6.55,,,,,,
