Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Princeton,Ivy,19,2,0.905,,7,1,0.875,,74.0,63.8,,15.5,5.31,,,19.0,,,
2,Columbia,Ivy,15,6,0.714,,6,2,0.75,,71.9,61.0,,12.82,1.86,,,,,,
3,Harvard,Ivy,13,8,0.619,,6,2,0.75,,66.2,57.0,,11.91,2.67,,,,,,
4,Brown,Ivy,13,7,0.65,,5,3,0.625,,62.7,57.2,,0.46,-5.07,,,,,,
5,Pennsylvania,Ivy,13,8,0.619,,3,5,0.375,,61.1,58.9,,2.34,0.13,,,,,,
6,Cornell,Ivy,8,13,0.381,,3,5,0.375,,52.6,63.2,,-14.85,-4.25,,,,,,
7,Dartmouth,Ivy,10,11,0.476,,1,7,0.125,,51.6,62.1,,-15.47,-4.97,,,,,,
8,Yale,Ivy,5,16,0.238,,1,7,0.125,,57.7,68.8,,-14.48,-3.38,,,,,,
