Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Chattanooga,Southern,15,5,0.75,,7,0,1.0,,61.8,58.6,,-4.27,-7.5,,,,,,
2,Furman,Southern,14,8,0.636,,6,1,0.857,,63.2,67.7,,-8.16,-3.66,,,,,,
3,Wofford,Southern,11,10,0.524,,5,2,0.714,,62.8,65.2,,-7.11,-4.72,,,,,,
4,East Tennessee State,Southern,10,11,0.476,,3,3,0.5,,55.1,59.7,,-9.04,-4.41,,,,,,
5,UNC Greensboro,Southern,13,9,0.591,,3,4,0.429,,56.7,58.8,,-9.66,-7.61,,,,,,
6,Mercer,Southern,12,9,0.571,,2,4,0.333,,64.2,64.4,,-9.97,-9.76,,,,,,
7,Samford,Southern,8,16,0.333,,1,6,0.143,,56.6,71.3,,-16.12,-1.41,,,,,,
8,Western Carolina,Southern,3,18,0.143,,0,7,0.0,,53.1,70.4,,-21.86,-4.53,,,,,,
