Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Rhode Island,A-10,8,2,0.8,,1,0,1.0,,66.1,55.7,,12.12,1.68,,,,,,
2,Davidson,A-10,7,3,0.7,,1,0,1.0,,71.4,59.3,,18.75,6.65,,,,,,
3,Richmond,A-10,7,3,0.7,,1,0,1.0,,71.1,63.8,,17.76,10.46,,24.0,24.0,,,
4,La Salle,A-10,6,3,0.667,,1,0,1.0,,67.3,66.4,,-3.58,-4.46,,,,,,
5,George Mason,A-10,6,5,0.545,,1,0,1.0,,72.2,65.6,,12.45,5.9,,,,,,
6,George Washington,A-10,5,5,0.5,,1,0,1.0,,63.2,66.0,,-1.38,1.4,,,,,,
7,Saint Louis,A-10,4,6,0.4,,1,0,1.0,,68.3,71.5,,-3.3,-0.1,,,,,,
8,St. Bonaventure,A-10,8,3,0.727,,0,1,0.0,,67.4,60.9,,-8.27,-14.77,,,,,,
9,Saint Joseph's,A-10,6,3,0.667,,0,1,0.0,,66.1,63.4,,9.63,6.88,,,,,,
10,Fordham,A-10,7,4,0.636,,0,1,0.0,,67.9,62.6,,-6.12,-11.42,,,,,,
11,Duquesne,A-10,6,4,0.6,,0,1,0.0,,67.1,65.1,,-0.68,-2.68,,,,,,
12,Dayton,A-10,5,4,0.556,,0,1,0.0,,67.6,66.3,,-2.76,-3.98,,,,,,
13,Virginia Commonwealth,A-10,3,6,0.333,,0,1,0.0,,60.0,69.3,,-2.84,6.49,,,,,,
14,Loyola (IL),A-10,2,7,0.222,,0,1,0.0,,50.3,63.1,,-8.62,4.16,,,,,,
