Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Chattanooga,Southern,16,6,0.727,,8,1,0.889,,61.9,58.8,,-4.53,-7.63,,,,,,
2,Furman,Southern,15,10,0.6,,7,3,0.7,,62.2,66.1,,-8.8,-4.85,,,,,,
3,Wofford,Southern,13,11,0.542,,7,3,0.7,,62.1,63.6,,-6.8,-5.38,,,,,,
4,Mercer,Southern,15,9,0.625,,5,4,0.556,,63.5,62.6,,-9.63,-10.54,,,,,,
5,East Tennessee State,Southern,12,12,0.5,,5,4,0.556,,55.0,59.0,,-9.01,-5.1,,,,,,
6,Samford,Southern,10,16,0.385,,3,6,0.333,,57.8,70.0,,-14.95,-2.69,,,,,,
7,UNC Greensboro,Southern,13,12,0.52,,3,7,0.3,,56.2,59.2,,-11.17,-8.17,,,,,,
8,Western Carolina,Southern,3,21,0.125,,0,10,0.0,,52.7,69.6,,-22.43,-5.57,,,,,,
