Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,UC Irvine,Big West,22,4,0.846,,13,2,0.867,,72.1,56.5,,8.74,-6.84,,,,,,
2,UC San Diego,Big West,18,7,0.72,,13,2,0.867,,69.0,61.3,,2.53,-5.22,,,,,,
3,UC Davis,Big West,20,7,0.741,,13,3,0.813,,69.7,66.2,,-0.59,-4.11,,,,,,
4,Cal State Fullerton,Big West,15,11,0.577,,11,5,0.688,,70.5,68.1,,-3.15,-5.52,,,,,,
5,UC Santa Barbara,Big West,18,7,0.72,,10,6,0.625,,66.8,60.2,,1.0,-5.62,,,,,,
6,Hawaii,Big West,15,10,0.6,,9,6,0.6,,62.9,59.6,,0.28,-3.07,,,,,,
7,UC Riverside,Big West,9,17,0.346,,7,9,0.438,,62.3,66.1,,-6.22,-2.43,,,,,,
8,Cal State Northridge,Big West,8,16,0.333,,4,11,0.267,,60.0,69.7,,-13.2,-3.52,,,,,,
9,Cal State Bakersfield,Big West,7,18,0.28,,2,13,0.133,,61.6,69.5,,-12.33,-4.41,,,,,,
10,Long Beach State,Big West,3,22,0.12,,2,13,0.133,,54.2,73.6,,-18.6,0.86,,,,,,
11,Cal Poly,Big West,3,23,0.115,,1,15,0.063,,54.6,76.0,,-20.34,0.99,,,,,,
