Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Mercer,Southern,9,5,0.643,,,,,,63.7,62.0,,-9.2,-10.9,,,,,,
2,UNC Greensboro,Southern,8,5,0.615,,,,,,55.8,59.0,,-9.28,-6.09,,,,,,
3,Chattanooga,Southern,7,5,0.583,,,,,,62.9,67.0,,-9.38,-5.28,,,,,,
4,Furman,Southern,6,7,0.462,,,,,,62.5,74.4,,-13.86,-2.05,,,,,,
5,East Tennessee State,Southern,6,8,0.429,,,,,,54.3,62.1,,-9.12,-1.35,,,,,,
6,Wofford,Southern,5,8,0.385,,,,,,62.2,67.8,,-8.53,-2.89,,,,,,
7,Samford,Southern,6,10,0.375,,,,,,55.9,73.0,,-15.78,1.36,,,,,,
8,Western Carolina,Southern,2,11,0.154,,,,,,51.5,72.0,,-23.43,-2.98,,,,,,
