Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Princeton,Ivy,17,2,0.895,,5,1,0.833,,74.4,64.7,,15.88,6.19,,,19.0,,,
2,Columbia,Ivy,14,5,0.737,,5,1,0.833,,72.4,61.1,,13.87,2.61,,,,,,
3,Brown,Ivy,12,6,0.667,,4,2,0.667,,62.8,57.3,,-0.54,-6.06,,,,,,
4,Harvard,Ivy,11,8,0.579,,4,2,0.667,,66.0,58.1,,11.28,3.33,,,,,,
5,Cornell,Ivy,8,11,0.421,,3,3,0.5,,52.0,61.8,,-16.34,-6.56,,,,,,
6,Pennsylvania,Ivy,12,7,0.632,,2,4,0.333,,61.6,58.5,,1.1,-1.96,,,,,,
7,Yale,Ivy,5,14,0.263,,1,5,0.167,,57.9,68.5,,-13.84,-3.26,,,,,,
8,Dartmouth,Ivy,9,10,0.474,,0,6,0.0,,51.0,61.4,,-16.16,-5.72,,,,,,
