Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Maryland-Eastern Shore,MEAC,11,10,0.524,,4,0,1.0,,60.8,68.5,,-8.45,-0.82,,,,,,
2,Howard,MEAC,13,7,0.65,,3,1,0.75,,64.8,63.1,,-2.06,-3.76,,,,,,
3,Norfolk State,MEAC,8,11,0.421,,3,1,0.75,,54.9,65.2,,-9.82,0.45,,,,,,
4,South Carolina State,MEAC,5,14,0.263,,2,2,0.5,,51.9,71.6,,-26.56,-6.86,,,,,,
5,Coppin State,MEAC,4,16,0.2,,2,2,0.5,,53.7,72.5,,-13.73,5.06,,,,,,
6,Morgan State,MEAC,3,17,0.15,,2,2,0.5,,50.8,74.9,,-23.77,0.34,,,,,,
7,North Carolina Central,MEAC,3,14,0.176,,0,4,0.0,,57.6,76.2,,-19.06,-0.5,,,,,,
8,Delaware State,MEAC,3,16,0.158,,0,4,0.0,,50.3,69.6,,-23.2,-3.89,,,,,,
