Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Howard,MEAC,7,3,0.7,,,,,,65.8,62.0,,2.99,-0.82,,,,,,
2,Maryland-Eastern Shore,MEAC,6,5,0.545,,,,,,60.0,66.0,,-6.55,-0.55,,,,,,
3,Delaware State,MEAC,3,6,0.333,,,,,,50.8,69.2,,-27.64,-9.31,,,,,,
4,Norfolk State,MEAC,3,6,0.333,,,,,,45.5,74.3,,-18.96,9.87,,,,,,
5,South Carolina State,MEAC,2,8,0.2,,,,,,53.8,72.5,,-27.77,-9.02,,,,,,
6,North Carolina Central,MEAC,1,7,0.125,,,,,,57.9,72.0,,-16.88,-2.76,,,,,,
7,Coppin State,MEAC,1,8,0.111,,,,,,52.3,81.3,,-14.84,14.16,,,,,,
8,Morgan State,MEAC,1,9,0.1,,,,,,47.4,81.9,,-28.44,6.06,,,,,,
