Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Chattanooga,Southern,13,5,0.722,,5,0,1.0,,61.3,59.8,,-5.09,-6.59,,,,,,
2,Furman,Southern,13,8,0.619,,5,1,0.833,,63.1,67.9,,-8.44,-3.61,,,,,,
3,Wofford,Southern,11,9,0.55,,5,1,0.833,,62.7,65.2,,-7.1,-4.63,,,,,,
4,Mercer,Southern,12,8,0.6,,2,3,0.4,,64.4,63.9,,-9.65,-10.15,,,,,,
5,East Tennessee State,Southern,9,11,0.45,,2,3,0.4,,55.2,60.6,,-9.09,-3.71,,,,,,
6,UNC Greensboro,Southern,12,9,0.571,,2,4,0.333,,56.8,59.5,,-9.55,-6.84,,,,,,
7,Samford,Southern,8,14,0.364,,1,4,0.2,,58.1,72.8,,-15.49,-0.81,,,,,,
8,Western Carolina,Southern,3,17,0.15,,0,6,0.0,,53.5,71.3,,-22.34,-4.51,,,,,,
