Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Arkansas State,Sun Belt,20,4,0.833,,11,1,0.917,,77.7,67.8,,9.85,-0.02,,,,,,
2,Troy,Sun Belt,19,4,0.826,,10,2,0.833,,81.7,69.0,,12.49,-0.19,,,,,,
3,Georgia Southern,Sun Belt,17,5,0.773,,10,2,0.833,,71.2,64.2,,8.52,1.52,,,,,,
4,Marshall,Sun Belt,19,6,0.76,,10,3,0.769,,70.7,64.5,,6.61,0.35,,,,,,
5,James Madison,Sun Belt,17,8,0.68,,9,4,0.692,,74.9,63.8,,15.7,4.62,,,,,,
6,Old Dominion,Sun Belt,14,10,0.583,,6,6,0.5,,67.7,68.8,,0.83,1.88,,,,,,
7,Texas State,Sun Belt,10,12,0.455,,6,6,0.5,,60.4,65.9,,-6.99,-1.49,,,,,,
8,Southern Mississippi,Sun Belt,12,11,0.522,,5,7,0.417,,73.2,74.9,,-0.1,1.52,,,,,,
9,Louisiana-Monroe,Sun Belt,10,12,0.455,,5,8,0.385,,67.2,68.7,,-0.44,1.06,,,,,,
10,Coastal Carolina,Sun Belt,11,13,0.458,,4,8,0.333,,71.5,66.8,,4.69,-0.08,,,,,,
11,Georgia State,Sun Belt,9,15,0.375,,4,8,0.333,,66.2,75.0,,-5.57,3.29,,,,,,
12,Appalachian State,Sun Belt,10,12,0.455,,3,9,0.25,,60.8,62.0,,-1.44,-0.24,,,,,,
13,South Alabama,Sun Belt,9,13,0.409,,2,10,0.167,,67.8,68.9,,-2.27,-1.18,,,,,,
14,Louisiana,Sun Belt,2,21,0.087,,1,12,0.077,,53.8,75.1,,-19.42,1.92,,,,,,
