Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Idaho,Big Sky,8,2,0.8,,,,,,83.9,70.8,,4.23,-8.88,,,,,,
2,Northern Colorado,Big Sky,8,2,0.8,,,,,,65.0,64.1,,-9.01,-9.87,,,,,,
3,Montana State,Big Sky,6,2,0.75,,,,,,79.2,74.0,,11.24,6.08,,,,,,
4,Idaho State,Big Sky,5,3,0.625,,,,,,61.9,58.1,,0.2,-3.51,,,,,,
5,Eastern Washington,Big Sky,5,4,0.556,,,,,,64.1,68.9,,-6.86,-2.11,,,,,,
6,Sacramento State,Big Sky,5,5,0.5,,,,,,61.1,63.8,,-4.89,-2.22,,,,,,
7,Portland State,Big Sky,3,6,0.333,,,,,,62.6,74.9,,-15.02,-2.77,,,,,,
8,Weber State,Big Sky,3,7,0.3,,,,,,61.1,74.4,,-5.23,8.02,,,,,,
9,Montana,Big Sky,2,6,0.25,,,,,,61.7,79.6,,-7.32,10.54,,,,,,
10,Northern Arizona,Big Sky,1,9,0.1,,,,,,68.6,82.1,,-11.21,2.34,,,,,,
