Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Princeton,Ivy,24,3,0.889,,12,2,0.857,,73.1,60.6,,16.0,3.45,,,19.0,,,
2,Columbia,Ivy,20,7,0.741,,11,3,0.786,,71.1,59.4,,13.19,1.48,,,,,,
3,Harvard,Ivy,17,10,0.63,,10,4,0.714,,65.7,56.9,,10.9,2.09,,,,,,
4,Brown,Ivy,16,10,0.615,,8,6,0.571,,61.2,57.8,,0.0,-3.4,,,,,,
5,Pennsylvania,Ivy,17,10,0.63,,7,7,0.5,,62.4,59.5,,2.28,-0.64,,,,,,
6,Cornell,Ivy,9,18,0.333,,4,10,0.286,,52.4,63.1,,-14.08,-3.38,,,,,,
7,Yale,Ivy,7,20,0.259,,3,11,0.214,,58.0,67.7,,-12.08,-2.41,,,,,,
8,Dartmouth,Ivy,10,17,0.37,,1,13,0.071,,51.7,66.8,,-18.37,-3.33,,,,,,
