Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Howard,MEAC,19,7,0.731,,9,1,0.9,,66.0,61.2,,-1.85,-6.74,,,,,,
2,Norfolk State,MEAC,13,12,0.52,,8,2,0.8,,58.2,61.8,,-7.27,-3.69,,,,,,
3,Maryland-Eastern Shore,MEAC,14,13,0.519,,7,3,0.7,,60.4,65.8,,-9.79,-4.39,,,,,,
4,Coppin State,MEAC,9,18,0.333,,6,4,0.6,,57.1,68.8,,-12.0,-0.28,,,,,,
5,North Carolina Central,MEAC,7,16,0.304,,3,6,0.333,,58.5,72.4,,-17.66,-3.7,,,,,,
6,South Carolina State,MEAC,5,19,0.208,,2,6,0.25,,51.5,72.1,,-28.7,-8.11,,,,,,
7,Morgan State,MEAC,4,22,0.154,,2,7,0.222,,52.4,72.7,,-23.22,-2.88,,,,,,
8,Delaware State,MEAC,4,21,0.16,,1,9,0.1,,50.8,68.4,,-23.96,-6.37,,,,,,
