Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Murray State,MVC,26,3,0.897,,17,1,0.944,,85.0,74.3,,8.7,-2.02,,,,,,
2,Belmont,MVC,18,11,0.621,,14,4,0.778,,70.6,66.4,,7.09,2.96,,,,,,
3,Bradley,MVC,19,10,0.655,,12,6,0.667,,68.8,65.0,,-0.3,-4.12,,,,,,
4,Illinois State,MVC,18,11,0.621,,12,6,0.667,,73.8,68.1,,2.61,-3.08,,,,,,
5,Northern Iowa,MVC,15,13,0.536,,11,7,0.611,,67.2,63.6,,3.37,-0.16,,,,,,
6,Illinois-Chicago,MVC,14,15,0.483,,9,9,0.5,,65.5,64.9,,-3.38,-4.04,,,,,,
7,Drake,MVC,10,18,0.357,,9,9,0.5,,71.6,76.1,,-4.71,-0.25,,,,,,
8,Southern Illinois,MVC,9,19,0.321,,6,13,0.316,,65.8,73.6,,-11.26,-3.41,,,,,,
9,Evansville,MVC,7,22,0.241,,5,13,0.278,,67.6,75.8,,-11.01,-2.83,,,,,,
10,Indiana State,MVC,9,20,0.31,,5,14,0.263,,73.0,84.4,,-15.0,-3.57,,,,,,
11,Valparaiso,MVC,0,29,0.0,,0,18,0.0,,54.9,80.8,,-29.08,-3.14,,,,,,
