Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Princeton,Ivy,22,3,0.88,,10,2,0.833,,73.4,61.3,,16.09,3.97,,,19.0,,,
2,Columbia,Ivy,19,6,0.76,,10,2,0.833,,71.9,59.2,,13.77,1.09,,,,,,
3,Harvard,Ivy,16,9,0.64,,9,3,0.75,,66.2,56.4,,10.96,1.08,,,,,,
4,Brown,Ivy,16,8,0.667,,8,4,0.667,,61.6,57.2,,0.26,-4.13,,,,,,
5,Pennsylvania,Ivy,15,10,0.6,,5,7,0.417,,61.0,59.4,,1.7,0.09,,,,,,
6,Cornell,Ivy,8,17,0.32,,3,9,0.25,,51.7,63.8,,-14.27,-2.14,,,,,,
7,Yale,Ivy,6,19,0.24,,2,10,0.167,,58.2,68.2,,-12.3,-2.3,,,,,,
8,Dartmouth,Ivy,10,15,0.4,,1,11,0.083,,51.0,65.2,,-17.29,-3.06,,,,,,
