Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Mercer,Southern,9,5,0.643,,,,,,63.7,62.0,,-9.26,-10.95,,,,,,
2,UNC Greensboro,Southern,8,5,0.615,,,,,,55.8,59.0,,-9.3,-6.12,,,,,,
3,Chattanooga,Southern,7,5,0.583,,,,,,62.9,67.0,,-9.16,-5.07,,,,,,
4,Furman,Southern,6,6,0.5,,,,,,62.2,73.6,,-15.26,-3.86,,,,,,
5,East Tennessee State,Southern,6,8,0.429,,,,,,54.3,62.1,,-8.98,-1.21,,,,,,
6,Wofford,Southern,5,7,0.417,,,,,,62.1,66.7,,-8.11,-3.51,,,,,,
7,Samford,Southern,6,9,0.4,,,,,,56.0,70.0,,-14.07,-0.07,,,,,,
8,Western Carolina,Southern,2,11,0.154,,,,,,51.5,72.0,,-23.4,-2.95,,,,,,
