Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Princeton,Ivy,19,3,0.864,,7,2,0.778,,73.2,64.1,,14.95,5.86,,,19.0,,,
2,Columbia,Ivy,16,6,0.727,,7,2,0.778,,71.8,60.7,,13.73,2.64,,,,,,
3,Harvard,Ivy,14,8,0.636,,7,2,0.778,,66.4,57.2,,11.2,2.01,,,,,,
4,Brown,Ivy,14,7,0.667,,6,3,0.667,,62.5,56.9,,0.24,-5.36,,,,,,
5,Pennsylvania,Ivy,14,8,0.636,,4,5,0.444,,61.7,59.3,,1.82,-0.59,,,,,,
6,Cornell,Ivy,8,14,0.364,,3,6,0.333,,53.2,63.6,,-14.16,-3.78,,,,,,
7,Dartmouth,Ivy,10,12,0.455,,1,8,0.111,,51.5,61.8,,-14.94,-4.63,,,,,,
8,Yale,Ivy,5,17,0.227,,1,8,0.111,,57.9,68.8,,-13.62,-2.67,,,,,,
