Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Mercer,Southern,5,4,0.556,,,,,,62.9,63.2,,-10.85,-10.51,,,,,,
2,UNC Greensboro,Southern,4,4,0.5,,,,,,50.3,65.9,,-15.84,-0.27,,,,,,
3,Chattanooga,Southern,4,5,0.444,,,,,,59.3,69.4,,-7.16,2.97,,,,,,
4,Furman,Southern,4,5,0.444,,,,,,62.5,76.4,,-15.83,-1.95,,,,,,
5,Wofford,Southern,3,5,0.375,,,,,,62.9,65.6,,-8.66,-5.94,,,,,,
6,Samford,Southern,4,7,0.364,,,,,,52.7,72.3,,-11.86,7.81,,,,,,
7,East Tennessee State,Southern,3,6,0.333,,,,,,54.6,67.3,,-11.34,1.29,,,,,,
8,Western Carolina,Southern,2,8,0.2,,,,,,49.6,71.6,,-21.47,0.53,,,,,,
