Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Princeton,Ivy,23,3,0.885,,11,2,0.846,,73.0,60.8,,16.26,4.1,,,19.0,,,
2,Columbia,Ivy,20,6,0.769,,11,2,0.846,,71.4,59.1,,13.47,1.16,,,,,,
3,Harvard,Ivy,16,10,0.615,,9,4,0.692,,65.6,56.6,,10.8,1.8,,,,,,
4,Brown,Ivy,16,9,0.64,,8,5,0.615,,61.4,57.3,,0.53,-3.56,,,,,,
5,Pennsylvania,Ivy,16,10,0.615,,6,7,0.462,,62.2,59.7,,1.92,-0.58,,,,,,
6,Cornell,Ivy,8,18,0.308,,3,10,0.231,,51.4,63.5,,-14.78,-2.66,,,,,,
7,Yale,Ivy,7,19,0.269,,3,10,0.231,,58.1,67.3,,-12.17,-3.01,,,,,,
8,Dartmouth,Ivy,10,16,0.385,,1,12,0.077,,51.7,66.3,,-17.43,-2.83,,,,,,
