Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Arizona State,Big 12,12,0,1.0,,,,,,69.6,53.6,,14.36,-1.64,,,,,,
2,Iowa State,Big 12,12,0,1.0,,,,,,92.8,57.8,,31.1,-3.82,,14.0,10.0,,,
3,TCU,Big 12,11,0,1.0,,,,,,86.5,48.5,,36.65,-1.35,,17.0,8.0,,,
4,Texas Tech,Big 12,12,0,1.0,,,,,,77.3,52.4,,26.35,1.43,,,,,,
5,Brigham Young,Big 12,11,1,0.917,,,,,,75.3,57.1,,16.04,-2.21,,,,,,
6,Oklahoma State,Big 12,11,2,0.846,,,,,,92.9,61.9,,25.56,-5.45,,22.0,18.0,,,
7,Baylor,Big 12,10,2,0.833,,,,,,75.1,54.1,,24.84,3.84,,16.0,7.0,,,
8,West Virginia,Big 12,10,2,0.833,,,,,,80.9,55.7,,30.47,5.22,,,21.0,,,
9,Kansas,Big 12,9,2,0.818,,,,,,71.7,62.2,,11.7,2.15,,,,,,
10,Arizona,Big 12,8,2,0.8,,,,,,77.3,66.9,,2.12,-8.28,,,,,,
11,Colorado,Big 12,8,3,0.727,,,,,,69.7,57.0,,16.21,3.48,,,,,,
12,UCF,Big 12,8,3,0.727,,,,,,72.6,56.8,,4.9,-10.92,,,,,,
13,Utah,Big 12,8,3,0.727,,,,,,71.1,60.3,,19.61,8.81,,,,,,
14,Kansas State,Big 12,7,6,0.538,,,,,,71.5,65.3,,14.77,8.54,,,,,,
15,Houston,Big 12,5,5,0.5,,,,,,62.9,65.6,,-2.34,0.36,,,,,,
16,Cincinnati,Big 12,5,6,0.455,,,,,,72.7,68.9,,4.21,0.41,,,,,,
