Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,San Diego State,MWC,11,3,0.786,,5,0,1.0,,68.8,61.4,,10.15,2.69,,,,,,
2,Nevada-Las Vegas,MWC,10,5,0.667,,5,0,1.0,,67.1,63.3,,8.5,4.63,,,,,,
3,Colorado State,MWC,13,3,0.813,,4,1,0.8,,67.3,55.7,,11.52,-0.15,,,,,,
4,New Mexico,MWC,12,4,0.75,,4,1,0.8,,71.9,61.3,,8.25,-2.38,,,,,,
5,Boise State,MWC,11,5,0.688,,2,3,0.4,,72.3,71.2,,1.33,0.26,,,,,,
6,Fresno State,MWC,8,8,0.5,,2,3,0.4,,61.6,61.0,,-1.4,-2.0,,,,,,
7,Utah State,MWC,6,8,0.429,,2,3,0.4,,59.3,66.7,,-7.3,0.09,,,,,,
8,Nevada,MWC,6,9,0.4,,2,3,0.4,,54.1,58.4,,-5.75,-1.54,,,,,,
9,Grand Canyon,MWC,3,12,0.2,,2,3,0.4,,64.9,71.3,,3.26,9.59,,,,,,
10,Air Force,MWC,7,8,0.467,,1,4,0.2,,57.4,59.3,,-5.39,-3.46,,,,,,
11,Wyoming,MWC,4,10,0.286,,1,4,0.2,,52.4,62.6,,-9.26,0.98,,,,,,
12,San Jose State,MWC,2,14,0.125,,0,5,0.0,,55.3,73.9,,-16.9,1.7,,,,,,
