Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Howard,MEAC,16,7,0.696,,6,1,0.857,,65.1,62.1,,-1.98,-5.02,,,,,,
2,Maryland-Eastern Shore,MEAC,13,11,0.542,,6,1,0.857,,61.3,66.8,,-9.16,-3.66,,,,,,
3,Norfolk State,MEAC,10,12,0.455,,5,2,0.714,,57.2,64.2,,-8.37,-1.37,,,,,,
4,Coppin State,MEAC,6,18,0.25,,3,4,0.429,,54.5,70.7,,-13.38,2.85,,,,,,
5,South Carolina State,MEAC,5,16,0.238,,2,4,0.333,,51.7,71.4,,-27.07,-7.34,,,,,,
6,Morgan State,MEAC,3,20,0.13,,2,5,0.286,,50.9,74.6,,-24.51,-0.8,,,,,,
7,North Carolina Central,MEAC,5,14,0.263,,1,4,0.2,,58.3,75.4,,-17.74,-0.68,,,,,,
8,Delaware State,MEAC,4,17,0.19,,1,5,0.167,,51.0,67.7,,-22.07,-5.41,,,,,,
