Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Chattanooga,Southern,18,8,0.692,,10,3,0.769,,62.8,59.8,,-5.79,-8.79,,,,,,
2,Wofford,Southern,16,11,0.593,,10,3,0.769,,62.6,62.1,,-6.29,-6.74,,,,,,
3,East Tennessee State,Southern,16,12,0.571,,9,4,0.692,,56.7,58.8,,-8.66,-6.54,,,,,,
4,Furman,Southern,16,12,0.571,,8,5,0.615,,62.1,66.6,,-10.05,-5.59,,,,,,
5,Mercer,Southern,16,12,0.571,,6,7,0.462,,62.8,63.0,,-10.49,-10.34,,,,,,
6,Samford,Southern,13,17,0.433,,6,7,0.462,,58.7,68.1,,-13.06,-3.66,,,,,,
7,UNC Greensboro,Southern,13,15,0.464,,3,10,0.231,,55.6,59.0,,-11.55,-8.22,,,,,,
8,Western Carolina,Southern,3,24,0.111,,0,13,0.0,,52.0,68.6,,-22.26,-5.63,,,,,,
