Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Chattanooga,Southern,18,9,0.667,,10,4,0.714,,62.4,60.1,,-6.46,-8.82,,,,,,
2,East Tennessee State,Southern,17,12,0.586,,10,4,0.714,,56.3,58.0,,-8.71,-6.93,,,,,,
3,Wofford,Southern,16,12,0.571,,10,4,0.714,,61.8,62.2,,-7.36,-6.92,,,,,,
4,Furman,Southern,17,12,0.586,,9,5,0.643,,62.2,65.6,,-9.2,-5.8,,,,,,
5,Mercer,Southern,17,12,0.586,,7,7,0.5,,63.0,62.7,,-9.95,-10.28,,,,,,
6,Samford,Southern,13,18,0.419,,6,8,0.429,,58.0,67.4,,-13.19,-3.86,,,,,,
7,UNC Greensboro,Southern,14,15,0.483,,4,10,0.286,,56.1,58.8,,-11.46,-8.82,,,,,,
8,Western Carolina,Southern,3,25,0.107,,0,14,0.0,,52.1,68.6,,-22.39,-5.87,,,,,,
