Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Maryland-Eastern Shore,MEAC,11,10,0.524,,4,0,1.0,,60.8,68.5,,-8.15,-0.52,,,,,,
2,Howard,MEAC,14,7,0.667,,4,1,0.8,,64.7,62.5,,-1.79,-4.03,,,,,,
3,Norfolk State,MEAC,9,11,0.45,,4,1,0.8,,56.4,64.4,,-8.82,-0.82,,,,,,
4,South Carolina State,MEAC,5,15,0.25,,2,3,0.4,,51.6,71.3,,-27.21,-7.49,,,,,,
5,Coppin State,MEAC,4,17,0.19,,2,3,0.4,,53.6,72.1,,-13.62,4.88,,,,,,
6,Morgan State,MEAC,3,18,0.143,,2,3,0.4,,50.8,75.1,,-24.13,0.08,,,,,,
7,Delaware State,MEAC,4,16,0.2,,1,4,0.2,,51.2,68.2,,-22.08,-5.08,,,,,,
8,North Carolina Central,MEAC,3,14,0.176,,0,4,0.0,,57.6,76.2,,-18.91,-0.34,,,,,,
