Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,UTEP,CUSA,7,1,0.875,,,,,,67.1,62.3,,-4.08,-8.93,,,,,,
2,Liberty,CUSA,6,2,0.75,,,,,,66.0,64.5,,8.0,6.5,,,,,,
3,Delaware,CUSA,5,2,0.714,,,,,,70.5,66.2,,-3.85,-8.19,,,,,,
4,Sam Houston,CUSA,5,2,0.714,,,,,,61.6,56.2,,5.38,-0.02,,,,,,
5,Missouri State,CUSA,7,3,0.7,,,,,,69.2,64.4,,2.88,-1.92,,,,,,
6,Kennesaw State,CUSA,5,3,0.625,,,,,,61.2,63.0,,-3.3,-1.47,,,,,,
7,Florida International,CUSA,4,3,0.571,,,,,,74.3,76.4,,-8.95,-6.81,,,,,,
8,Louisiana Tech,CUSA,4,3,0.571,,,,,,72.8,72.2,,2.45,1.78,,,,,,
9,Middle Tennessee,CUSA,4,5,0.444,,,,,,56.9,62.3,,-2.18,3.27,,,,,,
10,Jacksonville State,CUSA,3,5,0.375,,,,,,60.7,67.4,,-9.98,-3.26,,,,,,
11,Western Kentucky,CUSA,3,6,0.333,,,,,,52.8,69.0,,-15.59,0.66,,,,,,
12,New Mexico State,CUSA,2,6,0.25,,,,,,49.9,68.7,,-18.64,0.22,,,,,,
