Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Louisiana Tech,CUSA,14,5,0.737,,7,1,0.875,,70.8,64.2,,7.38,0.79,,,,,,
2,Middle Tennessee,CUSA,11,9,0.55,,6,2,0.75,,60.0,59.3,,1.34,0.69,,,,,,
3,Sam Houston,CUSA,12,6,0.667,,5,2,0.714,,61.6,59.2,,2.29,-0.11,,,,,,
4,Missouri State,CUSA,13,7,0.65,,5,2,0.714,,66.6,63.2,,2.47,-0.88,,,,,,
5,Florida International,CUSA,12,7,0.632,,5,3,0.625,,72.0,70.1,,-2.9,-4.79,,,,,,
6,Jacksonville State,CUSA,11,9,0.55,,5,3,0.625,,61.9,62.1,,-6.25,-6.07,,,,,,
7,Kennesaw State,CUSA,10,9,0.526,,3,5,0.375,,61.6,65.4,,-6.38,-2.63,,,,,,
8,Liberty,CUSA,9,10,0.474,,3,5,0.375,,64.1,66.6,,-0.7,1.89,,,,,,
9,Delaware,CUSA,9,11,0.45,,3,5,0.375,,64.9,66.3,,-5.35,-4.03,,,,,,
10,New Mexico State,CUSA,7,13,0.35,,3,5,0.375,,56.4,69.4,,-13.27,-0.33,,,,,,
11,UTEP,CUSA,9,10,0.474,,1,7,0.125,,63.1,71.5,,-11.88,-3.52,,,,,,
12,Western Kentucky,CUSA,5,14,0.263,,1,7,0.125,,56.6,66.3,,-12.05,-2.33,,,,,,
