Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Chattanooga,Southern,12,5,0.706,,4,0,1.0,,61.3,60.3,,-4.59,-5.59,,,,,,
2,Furman,Southern,12,8,0.6,,4,1,0.8,,62.6,68.3,,-8.59,-2.96,,,,,,
3,Wofford,Southern,10,9,0.526,,4,1,0.8,,62.4,65.3,,-7.22,-4.41,,,,,,
4,Mercer,Southern,12,7,0.632,,2,2,0.5,,64.5,63.8,,-9.71,-10.42,,,,,,
5,UNC Greensboro,Southern,12,8,0.6,,2,3,0.4,,57.4,59.6,,-9.13,-6.88,,,,,,
6,East Tennessee State,Southern,8,11,0.421,,1,3,0.25,,55.1,61.4,,-9.81,-3.52,,,,,,
7,Samford,Southern,8,13,0.381,,1,3,0.25,,57.9,72.9,,-15.43,-0.38,,,,,,
8,Western Carolina,Southern,3,16,0.158,,0,5,0.0,,53.6,71.9,,-22.84,-4.46,,,,,,
