Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Western Illinois,OVC,23,4,0.852,,15,3,0.833,,74.9,61.8,,5.77,-7.35,,,,,,
2,Lindenwood,OVC,22,7,0.759,,14,4,0.778,,72.4,63.4,,5.25,-3.83,,,,,,
3,Southern Indiana,OVC,19,8,0.704,,13,5,0.722,,67.3,60.8,,2.23,-4.23,,,,,,
4,Morehead State,OVC,17,12,0.586,,12,6,0.667,,63.3,65.9,,-5.45,-2.88,,,,,,
5,Little Rock,OVC,14,14,0.5,,10,8,0.556,,58.4,63.6,,-7.6,-2.4,,,,,,
6,Tennessee-Martin,OVC,13,14,0.481,,9,9,0.5,,60.3,64.3,,-7.49,-3.45,,,,,,
7,Tennessee Tech,OVC,14,13,0.519,,7,11,0.389,,63.8,63.8,,-5.16,-5.16,,,,,,
8,Southern Illinois-Edwardsville,OVC,14,14,0.5,,7,11,0.389,,60.1,62.5,,-8.62,-6.22,,,,,,
9,Southeast Missouri State,OVC,10,17,0.37,,6,12,0.333,,62.6,69.6,,-10.36,-3.32,,,,,,
10,Tennessee State,OVC,4,23,0.148,,3,15,0.167,,58.9,75.4,,-18.75,-2.23,,,,,,
11,Eastern Illinois,OVC,4,25,0.138,,3,15,0.167,,57.9,71.7,,-15.6,-1.81,,,,,,
