Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Mercer,Southern,10,5,0.667,,,,,,63.7,62.0,,-8.7,-10.39,,,,,,
2,UNC Greensboro,Southern,10,5,0.667,,,,,,55.8,59.0,,-9.2,-6.02,,,,,,
3,Chattanooga,Southern,8,5,0.615,,,,,,62.9,67.0,,-9.27,-5.18,,,,,,
4,Furman,Southern,8,7,0.533,,,,,,62.5,74.4,,-12.84,-1.02,,,,,,
5,East Tennessee State,Southern,7,8,0.467,,,,,,54.3,62.1,,-9.68,-1.91,,,,,,
6,Wofford,Southern,6,8,0.429,,,,,,62.2,67.8,,-7.91,-2.28,,,,,,
7,Samford,Southern,7,10,0.412,,,,,,55.9,73.0,,-15.51,1.63,,,,,,
8,Western Carolina,Southern,3,11,0.214,,,,,,51.5,72.0,,-22.76,-2.31,,,,,,
