Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,North Dakota State,Summit,25,2,0.926,,14,0,1.0,,80.7,60.4,,15.86,-4.46,,,,,,
2,South Dakota State,Summit,22,6,0.786,,12,2,0.857,,77.6,62.8,,16.07,1.21,,,,,,
3,South Dakota,Summit,21,7,0.75,,11,3,0.786,,67.9,59.0,,2.94,-6.02,,,,,,
4,Oral Roberts,Summit,14,13,0.519,,7,7,0.5,,75.6,78.1,,-1.85,0.65,,,,,,
5,St. Thomas,Summit,14,14,0.5,,7,7,0.5,,62.0,64.4,,-5.42,-3.02,,,,,,
6,Denver,Summit,10,18,0.357,,4,11,0.267,,58.2,69.2,,-11.95,-0.95,,,,,,
7,Kansas City,Summit,7,21,0.25,,4,11,0.267,,61.8,72.8,,-11.32,-0.28,,,,,,
8,North Dakota,Summit,7,21,0.25,,3,11,0.214,,56.7,74.3,,-18.97,-1.33,,,,,,
9,Omaha,Summit,4,25,0.138,,2,12,0.143,,51.3,78.0,,-25.85,0.86,,,,,,
