Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Navy,Patriot,14,6,0.7,,8,1,0.889,,69.9,62.9,,0.46,-6.54,,,,,,
2,Holy Cross,Patriot,14,8,0.636,,8,3,0.727,,60.0,58.6,,-2.73,-4.18,,,,,,
3,Army,Patriot,16,5,0.762,,7,3,0.7,,64.7,57.3,,-0.45,-7.8,,,,,,
4,Lehigh,Patriot,10,10,0.5,,6,3,0.667,,65.5,66.7,,-5.96,-4.76,,,,,,
5,Loyola (MD),Patriot,9,12,0.429,,5,5,0.5,,56.1,61.2,,-12.24,-7.15,,,,,,
6,Lafayette,Patriot,8,13,0.381,,4,6,0.4,,60.7,65.0,,-15.71,-11.48,,,,,,
7,American,Patriot,6,15,0.286,,4,6,0.4,,56.1,64.7,,-15.71,-7.18,,,,,,
8,Bucknell,Patriot,7,14,0.333,,3,7,0.3,,51.5,59.8,,-15.44,-7.14,,,,,,
9,Boston University,Patriot,7,15,0.318,,3,8,0.273,,54.4,61.1,,-13.92,-7.21,,,,,,
10,Colgate,Patriot,6,15,0.286,,2,8,0.2,,53.5,64.8,,-17.16,-5.86,,,,,,
