Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Connecticut,Big East,28,0,1.0,,17,0,1.0,,89.1,51.2,,52.15,14.26,,1.0,1.0,,,
2,Villanova,Big East,21,6,0.778,,14,4,0.778,,72.9,61.9,,20.66,9.66,,,,,,
3,Seton Hall,Big East,18,8,0.692,,12,5,0.706,,70.3,63.8,,15.49,8.99,,,,,,
4,Marquette,Big East,16,10,0.615,,10,7,0.588,,68.6,63.9,,14.2,9.48,,,,,,
5,St. John's (NY),Big East,20,9,0.69,,10,8,0.556,,63.4,60.5,,6.92,4.02,,,,,,
6,Creighton,Big East,13,14,0.481,,9,9,0.5,,68.3,69.2,,9.44,10.37,,,,,,
7,Providence,Big East,14,14,0.5,,7,10,0.412,,60.5,62.9,,2.79,5.22,,,,,,
8,Georgetown,Big East,13,13,0.5,,6,11,0.353,,64.5,61.0,,9.84,6.34,,,,,,
9,Xavier,Big East,11,15,0.423,,4,13,0.235,,57.7,66.1,,-1.64,6.75,,,,,,
10,Butler,Big East,9,18,0.333,,3,14,0.176,,61.9,65.7,,4.51,8.4,,,,,,
11,DePaul,Big East,6,22,0.214,,3,14,0.176,,62.9,73.3,,-1.71,8.64,,,,,,
