Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Navy,Patriot,16,6,0.727,,10,1,0.909,,70.3,61.9,,1.17,-7.26,,,,,,
2,Army,Patriot,18,5,0.783,,9,3,0.75,,64.3,56.0,,-0.16,-8.47,,,,,,
3,Lehigh,Patriot,12,10,0.545,,8,3,0.727,,65.7,66.2,,-5.28,-4.78,,,,,,
4,Holy Cross,Patriot,14,9,0.609,,8,4,0.667,,60.1,59.2,,-3.07,-3.94,,,,,,
5,Loyola (MD),Patriot,10,13,0.435,,6,6,0.5,,56.0,60.3,,-11.39,-7.09,,,,,,
6,Bucknell,Patriot,9,14,0.391,,5,7,0.417,,51.7,58.2,,-14.17,-7.62,,,,,,
7,Lafayette,Patriot,8,15,0.348,,4,8,0.333,,59.6,64.7,,-15.33,-10.24,,,,,,
8,American,Patriot,6,17,0.261,,4,8,0.333,,55.7,65.3,,-16.64,-7.07,,,,,,
9,Boston University,Patriot,7,16,0.304,,3,9,0.25,,53.8,60.6,,-13.95,-7.13,,,,,,
10,Colgate,Patriot,6,17,0.261,,2,10,0.167,,52.1,63.9,,-17.54,-5.76,,,,,,
