Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Bryant,AmEast,13,3,0.813,,3,0,1.0,,67.9,54.8,,-0.46,-13.6,,,,,,
2,Binghamton,AmEast,10,5,0.667,,2,0,1.0,,67.0,69.2,,-2.9,-0.67,,,,,,
3,Vermont,AmEast,13,5,0.722,,2,1,0.667,,64.0,56.9,,2.04,-5.02,,,,,,
4,NJIT,AmEast,11,5,0.688,,2,1,0.667,,68.3,64.6,,-5.62,-9.3,,,,,,
5,Maine,AmEast,7,9,0.438,,2,1,0.667,,59.3,61.9,,-4.31,-1.68,,,,,,
6,Albany (NY),AmEast,11,4,0.733,,1,1,0.5,,58.9,54.1,,-1.07,-5.85,,,,,,
7,Massachusetts-Lowell,AmEast,6,10,0.375,,0,3,0.0,,55.3,68.2,,-22.72,-9.8,,,,,,
8,New Hampshire,AmEast,6,10,0.375,,0,3,0.0,,58.1,66.6,,-13.41,-4.84,,,,,,
9,Maryland-Baltimore County,AmEast,5,9,0.357,,0,2,0.0,,61.1,65.3,,-9.82,-5.65,,,,,,
